name,force,level,mechanic,equipment,primaryMuscles,secondaryMuscles,instructions,id,,,
Standing Dumbbell Upright Row,pull,beginner,compound,dumbbell,"[""traps""]","[""biceps"", ""shoulders""]","[""Grasp a dumbbell in each hand with a pronated (palms forward) grip that is slightly less than shoulder width. The dumbbells should be resting on top of your thighs. Your arms should be extended with a slight bend at the elbows and your back should be straight. This will be your starting position."", ""Use your side shoulders to lift the dumbbells as you exhale. The dumbbells should be close to the body as you move it up and the elbows should drive the motion. Continue to lift them until they nearly touch your chin. Tip: Your elbows should drive the motion. As you lift the dumbbells, your elbows should always be higher than your forearms. Also, keep your torso stationary and pause for a second at the top of the movement."", ""Lower the dumbbells back down slowly to the starting position. Inhale as you perform this portion of the movement."", ""Repeat for the recommended amount of repetitions.""]",Standing_Dumbbell_Upright_Row,,,
Standing Front Barbell Raise Over Head,push,intermediate,isolation,barbell,"[""shoulders""]",[],"[""To begin, stand straight with a barbell in your hands. You should grip the bar with palms facing down and a closer than shoulder width grip apart from each other."", ""Your feet should be shoulder width apart from each other. Your elbows should be slightly bent. This is the starting position."", ""Lift the barbell up until it is directly over your head while exhaling. Make sure to keep your elbows slightly bent when performing each repetition."", ""Once you feel the contraction, begin to lower the barbell back down to the starting position as you inhale."", ""Repeat for the recommended amount of repetitions.""]",Standing_Front_Barbell_Raise_Over_Head,,,
Standing Inner-Biceps Curl,pull,intermediate,isolation,dumbbell,"[""biceps""]",[],"[""Stand up with a dumbbell in each hand being held at arms length. The elbows should be close to the torso. Your legs should be at about shoulder's width apart from each other."", ""Rotate the palms of the hands so that they are facing inward in a neutral position. This will be your starting position."", ""While holding the upper arms stationary, curl the weights out while contracting the biceps as you breathe out. Your wrist should turn so that when the weights are fully elevated you have supinated grip (palms facing up)."", ""Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Tip: Keep the forearms aligned with your outer deltoids."", ""Hold the contracted position for a second as you squeeze the biceps."", ""Slowly begin to bring the dumbbells back to the starting position as your breathe in. Remember to rotate the wrists as you lower the weight in order to switch back to a neutral grip."", ""Repeat for the recommended amount of repetitions.""]",Standing_Inner-Biceps_Curl,,,
Standing Leg Curl,pull,beginner,isolation,machine,"[""hamstrings""]",[],"[""Adjust the machine lever to fit your height and lie with your torso bent at the waist facing forward around 30-45 degrees (since an angled position is more favorable for hamstrings recruitment) with the pad of the lever on the back of your right leg (just a few inches under the calves) and the front of the right leg on top of the machine pad."", ""Keeping the torso bent forward, ensure your leg is fully stretched and grab the side handles of the machine. Position your toes straight. This will be your starting position."", ""As you exhale, curl your right leg up as far as possible without lifting the upper leg from the pad. Once you hit the fully contracted position, hold it for a second."", ""As you inhale, bring the legs back to the initial position. Repeat for the recommended amount of repetitions."", ""Perform the same exercise now for the left leg.""]",Standing_Leg_Curl,,,
Standing Low-Pulley Deltoid Raise,push,beginner,isolation,cable,"[""shoulders""]","[""forearms""]","[""Start by standing to the right side of a low pulley row. Use your left hand to come across the body and grab a single handle attached to the low pulley with a pronated grip (palms facing down). Rest your arm in front of you. Your right hand should grab the machine for better support and balance."", ""Make sure that your back is erect and your feet are shoulder width apart from each other. This is the starting position."", ""Begin to use the left hand and come across your body out until it is elevated to shoulder height while exhaling."", ""Feel the contraction at the top for a second and begin to slowly lower the handle back down to the original starting position while inhaling."", ""Repeat for the recommended amount of repetitions."", ""Switch arms and repeat the exercise.""]",Standing_Low-Pulley_Deltoid_Raise,,,
Standing Low-Pulley One-Arm Triceps Extension,push,intermediate,isolation,cable,"[""triceps""]","[""chest"", ""shoulders""]","[""Grab a single handle with your left arm next to the low pulley machine. Turn away from the machine keeping the handle to the side of your body with your arm fully extended. Now use both hands to elevate the single handle directly above the head with the palm facing forward. Keep your upper arm completely vertical (perpendicular to the floor) and put your right hand on your left elbow to help keep it steady. This is the starting position."", ""Keeping your upper arms close to your head (elbows in) and perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearms touch your biceps. Tip: The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step."", ""Go back to the starting position by using the triceps to raise the single handle. Breathe out as you perform this step."", ""Repeat for the recommended amount of repetitions."", ""Switch arms and repeat the exercise.""]",Standing_Low-Pulley_One-Arm_Triceps_Extension,,,
Standing Military Press,push,beginner,compound,barbell,"[""shoulders""]","[""triceps""]","[""Start by placing a barbell that is about chest high on a squat rack. Once you have selected the weights, grab the barbell using a pronated (palms facing forward) grip. Make sure to grip the bar wider than shoulder width apart from each other."", ""Slightly bend the knees and place the barbell on your collar bone. Lift the barbell up keeping it lying on your chest. Take a step back and position your feet shoulder width apart from each other."", ""Once you pick up the barbell with the correct grip length, lift the bar up over your head by locking your arms. Hold at about shoulder level and slightly in front of your head. This is your starting position."", ""Lower the bar down to the collarbone slowly as you inhale."", ""Lift the bar back up to the starting position as you exhale."", ""Repeat for the recommended amount of repetitions.""]",Standing_Military_Press,,,
Standing One-Arm Cable Curl,pull,intermediate,isolation,cable,"[""biceps""]",[],"[""Start out by grabbing single handle next to the low pulley machine. Make sure you are far enough from the machine so that your arm is supporting the weight."", ""Make sure that your upper arm is stationary, perpendicular to the floor with elbows in and palms facing forward. Your non lifting arm should be grabbing your waist. This will allow you to keep your balance."", ""Slowly begin to curl the single handle upwards while keeping the upper arm stationary until your forearm touches your bicep while exhaling. Tip: Only the forearm should move."", ""Hold the contraction position as you squeeze the bicep and then lower the single handle back down to the starting position as you inhale."", ""Repeat for the recommended amount of repetitions."", ""Switch arms while performing this exercise.""]",Standing_One-Arm_Cable_Curl,,,
Standing One-Arm Dumbbell Curl Over Incline Bench,pull,beginner,isolation,dumbbell,"[""biceps""]",[],"[""Stand on the back side of an incline bench as if you were going to be a spotter for someone. Have a dumbbell in one hand and rest it across the incline bench with a supinated (palms up) grip."", ""Position your non lifting hand at the corner or side of the incline bench. The chest should be pressed against the top part of the incline and your feet should be pressed against the floor at a wide stance. This is the starting position."", ""While holding the upper arm stationary, curl the dumbbell upward while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbell is at shoulder level. Hold the contracted position for a second."", ""Slowly begin to bring the dumbbells back to starting position as your breathe in."", ""Repeat for the recommended amount of repetitions."", ""Switch arms while performing this exercise.""]",Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench,,,
Standing One-Arm Dumbbell Triceps Extension,push,beginner,isolation,dumbbell,"[""triceps""]","[""chest"", ""shoulders""]","[""To begin, stand up with a dumbbell held in one hand. Your feet should be about shoulder width apart from each other. Now fully extend the arm with the dumbbell over your head. Tip: The small finger of your hand should be facing the ceiling and the palm of your hand should be facing forward. The dumbbell should be above your head."", ""This will be your starting position."", ""Keeping your upper arm close to your head (elbows in) and perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearm touch your bicep. Tip: The upper arm should remain stationary and only the forearm should move. Breathe in as you perform this step."", ""Go back to the starting position by using the triceps to raise the dumbbell. Breathe out as you perform this step."", ""Repeat for the recommended amount of repetitions."", ""Switch arms and repeat the exercise.""]",Standing_One-Arm_Dumbbell_Triceps_Extension,,,
Standing Overhead Barbell Triceps Extension,push,beginner,isolation,barbell,"[""triceps""]","[""shoulders""]","[""To begin, stand up holding a barbell or e-z bar using a pronated grip (palms facing forward) with your hands closer than shoulder width apart from each other. Your feet should be about shoulder width apart."", ""Now elevate the barbell above your head until your arms are fully extended. Keep your elbows in. This will be your starting position."", ""Keeping your upper arms close to your head and elbows in, perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearms touch your biceps. Tip: The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step."", ""Go back to the starting position by using the triceps to raise the barbell. Breathe out as you perform this step."", ""Repeat for the recommended amount of repetitions.""]",Standing_Overhead_Barbell_Triceps_Extension,,,
Standing Palm-In One-Arm Dumbbell Press,push,beginner,compound,dumbbell,"[""shoulders""]","[""triceps""]","[""Start by having a dumbbell in one hand with your arm fully extended to the side using a neutral grip. Use your other arm to hold on to an incline bench to keep your balance."", ""Your feet should be shoulder width apart from each other. Now slowly lift the dumbbell up until you create a 90 degree angle with your arm. Note: Your forearm should be perpendicular to the floor. Continue to maintain a neutral grip throughout the entire exercise."", ""Slowly lift the dumbbell up until your arm is fully extended. This the starting position."", ""While inhaling lower the weight down until your arm is at a 90 degree angle again."", ""Feel the contraction for a second and then lift the weight back up towards the starting position while exhaling. Remember to hold on to the incline bench and keep your feet positioned to keep balance during the exercise."", ""Repeat for the recommended amount of repetitions."", ""Switch arms and repeat the exercise.""]",Standing_Palm-In_One-Arm_Dumbbell_Press,,,
Standing Palms-In Dumbbell Press,push,intermediate,compound,dumbbell,"[""shoulders""]","[""triceps""]","[""Start by having a dumbbell in each hand with your arm fully extended to the side using a neutral grip. Your feet should be shoulder width apart from each other. Now slowly lift the dumbbells up until you create a 90 degree angle with your arms. Note: Your forearms should be perpendicular to the floor. This the starting position."", ""Continue to maintain a neutral grip throughout the entire exercise. Slowly lift the dumbbells up until your arms are fully extended."", ""While inhaling lower the weights down until your arm is at a 90 degree angle again."", ""Repeat for the recommended amount of repetitions.""]",Standing_Palms-In_Dumbbell_Press,,,
Standing Palms-Up Barbell Behind The Back Wrist Curl,pull,beginner,isolation,barbell,"[""forearms""]",[],"[""Start by standing straight and holding a barbell behind your glutes at arm's length while using a pronated grip (palms will be facing back away from the glutes) and having your hands shoulder width apart from each other."", ""You should be looking straight forward while your feet are shoulder width apart from each other. This is the starting position."", ""While exhaling, slowly elevate the barbell up by curling your wrist in a semi-circular motion towards the ceiling. Note: Your wrist should be the only body part moving for this exercise."", ""Hold the contraction for a second and lower the barbell back down to the starting position while inhaling."", ""Repeat for the recommended amount of repetitions."", ""When finished, lower the barbell down to the squat rack or the floor by bending the knees. Tip: It is easiest to either pick it up from a squat rack or have a partner hand it to you.""]",Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl,,,
Standing Rope Crunch,pull,beginner,isolation,cable,"[""abdominals""]",[],"[""Attach a rope to a high pulley and select an appropriate weight."", ""Stand with your back to the cable tower. Take the rope with both hands over your shoulders, holding it to your upper chest. This will be your starting position."", ""Perform the movement by flexing the spine, crunching the weight down as far as you can."", ""Hold the peak contraction for a moment before returning to the starting position.""]",Standing_Rope_Crunch,,,
Stiff-Legged Barbell Deadlift,pull,intermediate,compound,barbell,"[""hamstrings""]","[""glutes"", ""lower back""]","[""Grasp a bar using an overhand grip (palms facing down). You may need some wrist wraps if using a significant amount of weight."", ""Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position."", ""Keeping the knees stationary, lower the barbell to over the top of your feet by bending at the hips while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Inhale as you perform this movement."", ""Start bringing your torso up straight again by extending your hips until you are back at the starting position. Exhale as you perform this movement."", ""Repeat for the recommended amount of repetitions.""]",Stiff-Legged_Barbell_Deadlift,,,
Stiff-Legged Dumbbell Deadlift,pull,beginner,compound,dumbbell,"[""hamstrings""]","[""glutes"", ""lower back""]","[""Grasp a couple of dumbbells holding them by your side at arm's length."", ""Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position."", ""Keeping the knees stationary, lower the dumbbells to over the top of your feet by bending at the waist while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Exhale as you perform this movement"", ""Start bringing your torso up straight again by extending your hips and waist until you are back at the starting position. Inhale as you perform this movement."", ""Repeat for the recommended amount of repetitions.""]",Stiff-Legged_Dumbbell_Deadlift,,,
Stiff Leg Barbell Good Morning,push,beginner,compound,barbell,"[""lower back""]","[""glutes"", ""hamstrings""]","[""This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it."", ""Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso."", ""Step away from the rack and position your legs using a shoulder width medium stance. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position."", ""Keeping your legs stationary, move your torso forward by bending at the hips while inhaling. Lower your torso until it is parallel with the floor."", ""Begin to raise the bar as you exhale by elevating your torso back to the starting position."", ""Repeat for the recommended amount of repetitions.""]",Stiff_Leg_Barbell_Good_Morning,,,
Straight-Arm Dumbbell Pullover,pull,intermediate,compound,dumbbell,"[""chest""]","[""lats"", ""shoulders"", ""triceps""]","[""Place a dumbbell standing up on a flat bench."", ""Ensuring that the dumbbell stays securely placed at the top of the bench, lie perpendicular to the bench (torso across it as in forming a cross) with only your shoulders lying on the surface. Hips should be below the bench and legs bent with feet firmly on the floor. The head will be off the bench as well."", ""Grasp the dumbbell with both hands and hold it straight over your chest at arms length. Both palms should be pressing against the underside one of the sides of the dumbbell. This will be your starting position.\nCaution: Always ensure that the dumbbell used for this exercise is secure. Using a dumbbell with loose plates can result in the dumbbell falling apart and falling on your face."", ""While keeping your arms straight, lower the weight slowly in an arc behind your head while breathing in until you feel a stretch on the chest."", ""At that point, bring the dumbbell back to the starting position using the arc through which the weight was lowered and exhale as you perform this movement."", ""Hold the weight on the initial position for a second and repeat the motion for the prescribed number of repetitions.""]",Straight-Arm_Dumbbell_Pullover,,,
Straight-Arm Pulldown,pull,beginner,isolation,cable,"[""lats""]",[],"[""You will start by grabbing the wide bar from the top pulley of a pulldown machine and using a wider than shoulder-width pronated (palms down) grip. Step backwards two feet or so."", ""Bend your torso forward at the waist by around 30-degrees with your arms fully extended in front of you and a slight bend at the elbows. If your arms are not fully extended then you need to step a bit more backwards until they are. Once your arms are fully extended and your torso is slightly bent at the waist, tighten the lats and then you are ready to begin."", ""While keeping the arms straight, pull the bar down by contracting the lats until your hands are next to the side of the thighs. Breathe out as you perform this step."", ""While keeping the arms straight, go back to the starting position while breathing in."", ""Repeat for the recommended amount of repetitions.""]",Straight-Arm_Pulldown,,,
Straight Bar Bench Mid Rows,pull,beginner,compound,barbell,"[""middle back""]","[""biceps"", ""lats""]","[""Place a loaded barbell on the end of a bench. Standing on the bench behind the bar, take a medium, pronated grip. Stand with your hips back and chest up, maintaining a neutral spine. This will be your starting position."", ""Row the bar to your torso by retracting the shoulder blades and flexing the elbows. Use a controlled movement with no jerking."", ""After a brief pause, slowly return the bar to the starting position, ensuring to go all the way down.""]",Straight_Bar_Bench_Mid_Rows,,,
Straight Raises on Incline Bench,push,beginner,isolation,barbell,"[""shoulders""]","[""traps""]","[""Place a bar on the ground behind the head of an incline bench."", ""Lay on the bench face down. With a pronated grip, pick the barbell up from the floor, keeping your arms straight. Allow the bar to hang straight down. This will be your starting position."", ""To begin, raise the barbell out in front of your head while keeping your arms extended."", ""Return to the starting position.""]",Straight_Raises_on_Incline_Bench,,,
Stride Jump Crossover,push,beginner,compound,other,"[""quadriceps""]","[""abductors"", ""adductors"", ""calves"", ""hamstrings""]","[""Stand to the side of a box with your inside foot on top of it, close to the edge."", ""Begin by swinging the arms upward as you push through the top leg, jumping upward as high as possible. Attempt to drive the opposite knee upward."", ""Land in the opposite position that you started, on the opposite side of the box. The foot that was initially on the box will now be on the ground, with the opposite foot now on the box."", ""Repeat the movement, crossing back over to the other side.""]",Stride_Jump_Crossover,,,
Sumo Deadlift,pull,intermediate,compound,barbell,"[""hamstrings""]","[""adductors"", ""forearms"", ""glutes"", ""lower back"", ""middle back"", ""quadriceps"", ""traps""]","[""Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms."", ""Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees."", ""As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together."", ""Return the weight to the ground by bending at the hips and controlling the weight on the way down.""]",Sumo_Deadlift,,,
Sumo Deadlift with Bands,pull,intermediate,compound,barbell,"[""hamstrings""]","[""adductors"", ""forearms"", ""glutes"", ""lower back"", ""middle back"", ""quadriceps"", ""traps""]","[""To deadlift with short bands, simply loop them over the bar before you start, and step into them to set up. Ensure that they under the back half of your foot, directly where you are driving into the floor."", ""Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip."", ""Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees."", ""As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together."", ""Return the weight to the ground by bending at the hips and controlling the weight on the way down.""]",Sumo_Deadlift_with_Bands,,,
Sumo Deadlift with Chains,pull,intermediate,compound,barbell,"[""hamstrings""]","[""abductors"", ""adductors"", ""forearms"", ""glutes"", ""lower back"", ""middle back"", ""quadriceps"", ""traps""]","[""You can attach the chains to the sleeves of the bar, or just drape the middle over the bar so there is a greater weight increase as you lift. Attempt to keep the ends of the chains away from the plates so you don't hit them when you lower the weight."", ""Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms."", ""Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees."", ""As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together."", ""Return the weight to the ground by bending at the hips and controlling the weight on the way down.""]",Sumo_Deadlift_with_Chains,,,
Suspended Fallout,pull,intermediate,isolation,other,"[""abdominals""]","[""chest"", ""lower back"", ""shoulders""]","[""Adjust the straps so the handles are at an appropriate height, below waist level."", ""Begin standing and grasping the handles. Lean into the straps, moving to an incline push-up position. This will be your starting position."", ""Keeping your arms straight, lean further into the suspension straps, bringing your body closer to the ground, allowing your shoulders to extend, raising your arms up and over your head."", ""Maintain a neutral spine and keep the rest of your body straight, your shoulders being the only joints allowed to move."", ""Pause during the peak contraction, and then return to the starting position.""]",Suspended_Fallout,,,
Suspended Push-Up,push,beginner,compound,other,"[""chest""]","[""shoulders"", ""triceps""]","[""Anchor your suspension straps securely to the top of a rack or other object."", ""Leaning into the straps, take a handle in each hand and move into a push-up plank position. You should be as close to parallel to the ground as you can manage with your arms fully extended, maintaining good posture."", ""Maintaining a straight, rigid torso, descend slowly by allowing the elbows to flex."", ""Continue until your elbows break 90 degrees, pausing before you extend to return to the starting position.""]",Suspended_Push-Up,,,
Suspended Reverse Crunch,pull,beginner,isolation,other,"[""abdominals""]",[],"[""Secure a set of suspension straps with the handles hanging about a foot off of the ground. Move yourself into a pushup plank position facing away from the rack."", ""Place your feet into the handles. You should maintain a straight posture, not allowing the hips to sag. This will be your starting position."", ""Begin the movement by flexing the knees and hips, drawing the knees to your torso. As you do so, anteriorly tilt your pelvis, allowing your spine to flex."", ""At the top of the controlled motion, return to the starting position.""]",Suspended_Reverse_Crunch,,,
Suspended Row,pull,beginner,compound,other,"[""middle back""]","[""biceps"", ""lats""]","[""Suspend your straps at around chest height. Take a handle in each hand and lean back. Keep your body erect and your head and chest up. Your arms should be fully extended. This will be your starting position."", ""Begin by flexing the elbow to initiate the movement. Protract your shoulder blades as you do so."", ""At the completion of the motion pause, and then return to the starting position.""]",Suspended_Row,,,
Suspended Split Squat,push,intermediate,compound,other,"[""quadriceps""]","[""abductors"", ""adductors"", ""calves"", ""glutes"", ""hamstrings""]","[""Suspend your straps so the handles are 18-30 inches from the floor."", ""Facing away from the setup, place your rear foot into the handle behind you. Keep your head looking forward and your chest up, with your knee slightly bent. This will be your starting position."", ""Descend by flexing the knee and hips, lowering yourself to the ground. Keep your weight on the heel of your foot and maintain your posture throughout the exercise."", ""At the bottom of the movement, reverse the motion, extending through the hip and knee to return to the starting position.""]",Suspended_Split_Squat,,,
Svend Press,push,beginner,compound,other,"[""chest""]","[""forearms"", ""shoulders"", ""triceps""]","[""Begin in a standing position."", ""Press two lightweight plates together with your hands. Hold the plates together close to your chest to create an isometric contraction in your chest muscles. Your fingers should be pointed forward. This is your starting position."", ""Squeeze the plates between your palms and extend your arms directly out in front of you in a controlled motion."", ""Pause at the top of the motion, and then slowly return to the starting position.""]",Svend_Press,,,
T-Bar Row with Handle,pull,beginner,compound,barbell,"[""middle back""]","[""biceps"", ""lats""]","[""Position a bar into a landmine or in a corner to keep it from moving. Load an appropriate weight onto your end."", ""Stand over the bar, and position a Double D row handle around the bar next to the collar. Using your hips and legs, rise to a standing position."", ""Assume a wide stance with your hips back and your chest up. Your arms should be extended. This will be your starting position."", ""Pull the weight to your upper abdomen by retracting the shoulder blades and flexing the elbows. Do not jerk the weight or cheat during the movement."", ""After a brief pause, return to the starting position.""]",T-Bar_Row_with_Handle,,,
Tate Press,push,intermediate,isolation,dumbbell,"[""triceps""]","[""chest"", ""shoulders""]","[""Lie down on a flat bench with a dumbbell in each hand on top of your thighs. The palms of your hand will be facing each other."", ""By using your thighs to help you get the dumbbells up, clean the dumbbells one arm at a time so that you can hold them in front of you at shoulder width. Note: when holding the dumbbells in front of you, make sure your arms are wider than shoulder width apart from each other using a pronated (palms forward) grip. Allow your elbows to point out. This is your starting position."", ""Keeping the upper arms stationary, slowly move the dumbbells in and down in a semi circular motion until they touch the upper chest while inhaling. Keep full control of the dumbbells at all times and do not move the upper arms nor rest the dumbbells on the chest."", ""As you breathe out, move the dumbbells up using your triceps and the same semi-circular motion but in reverse. Attempt to keep the dumbbells together as they move up. Lock your arms in the contracted position, hold for a second and then start coming down again slowly again. Tip: It should take at least twice as long to go down than to come up."", ""Repeat the movement for the prescribed amount of repetitions of your training program.""]",Tate_Press,,,
Thigh Abductor,push,beginner,isolation,machine,"[""abductors""]","[""glutes""]","[""To begin, sit down on the abductor machine and select a weight you are comfortable with. When your legs are positioned properly, grip the handles on each side. Your entire upper body (from the waist up) should be stationary. This is the starting position."", ""Slowly press against the machine with your legs to move them away from each other while exhaling."", ""Feel the contraction for a second and begin to move your legs back to the starting position while breathing in. Note: Remember to keep your upper body stationary to prevent any injuries from occurring."", ""Repeat for the recommended amount of repetitions.""]",Thigh_Abductor,,,
Thigh Adductor,pull,beginner,isolation,machine,"[""adductors""]","[""glutes"", ""hamstrings""]","[""To begin, sit down on the adductor machine and select a weight you are comfortable with. When your legs are positioned properly on the leg pads of the machine, grip the handles on each side. Your entire upper body (from the waist up) should be stationary. This is the starting position."", ""Slowly press against the machine with your legs to move them towards each other while exhaling."", ""Feel the contraction for a second and begin to move your legs back to the starting position while breathing in. Note: Remember to keep your upper body stationary and avoid fast jerking motions in order to prevent any injuries from occurring."", ""Repeat for the recommended amount of repetitions.""]",Thigh_Adductor,,,
Tire Flip,pull,intermediate,compound,other,"[""quadriceps""]","[""calves"", ""chest"", ""forearms"", ""glutes"", ""hamstrings"", ""lower back"", ""shoulders"", ""traps"", ""triceps""]","[""Begin by gripping the bottom of the tire on the tread, and position your feet back a bit. Your chest should be driving into the tire."", ""To lift the tire, extend through the hips, knees, and ankles, driving into the tire and up."", ""As the tire reaches a 45 degree angle, step forward and drive a knee into the tire. As you do so adjust your grip to the upper portion of the tire and push it forward as hard as possible to complete the turn. Repeat as necessary.""]",Tire_Flip,,,
Trap Bar Deadlift,pull,beginner,compound,other,"[""quadriceps""]","[""glutes"", ""hamstrings""]","[""For this exercise load a trap bar, also known as a hex bar, to an appropriate weight resting on the ground. Stand in the center of the apparatus and grasp both handles."", ""Lower your hips, look forward with your head and keep your chest up."", ""Begin the movement by driving through the heels and extend your hips and knees. Avoid rounding your back at all times."", ""At the completion of the movement, lower the weight back to the ground under control.""]",Trap_Bar_Deadlift,,,
Tricep Dumbbell Kickback,push,beginner,isolation,dumbbell,"[""triceps""]",[],"[""Start with a dumbbell in each hand and your palms facing your torso. Keep your back straight with a slight bend in the knees and bend forward at the waist. Your torso should be almost parallel to the floor. Make sure to keep your head up. Your upper arms should be close to your torso and parallel to the floor. Your forearms should be pointed towards the floor as you hold the weights. There should be a 90-degree angle formed between your forearm and upper arm. This is your starting position."", ""Now, while keeping your upper arms stationary, exhale and use your triceps to lift the weights until the arm is fully extended. Focus on moving the forearm."", ""After a brief pause at the top contraction, inhale and slowly lower the dumbbells back down to the starting position."", ""Repeat the movement for the prescribed amount of repetitions.""]",Tricep_Dumbbell_Kickback,,,
Triceps Overhead Extension with Rope,push,beginner,isolation,cable,"[""triceps""]",[],"[""Attach a rope to a low pulley. After selecting an appropriate weight, grasp the rope with both hands and face away from the cable."", ""Position your hands behind your head with your elbows point straight up. Your elbows should start out flexed, and you can stagger your stance and lean gently away from the machine to create greater stability. This will be your starting position."", ""To perform the movement, extend through the elbow while keeping the upper arm in position, raising your hands above your head."", ""Squeeze your triceps at the top of the movement, and slowly lower the weight back to the start position.""]",Triceps_Overhead_Extension_with_Rope,,,
Triceps Pushdown,push,beginner,isolation,cable,"[""triceps""]",[],"[""Attach a straight or angled bar to a high pulley and grab with an overhand grip (palms facing down) at shoulder width."", ""Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor. The forearms should be pointing up towards the pulley as they hold the bar. This is your starting position."", ""Using the triceps, bring the bar down until it touches the front of your thighs and the arms are fully extended perpendicular to the floor. The upper arms should always remain stationary next to your torso and only the forearms should move. Exhale as you perform this movement."", ""After a second hold at the contracted position, bring the bar slowly up to the starting point. Breathe in as you perform this step."", ""Repeat for the recommended amount of repetitions.""]",Triceps_Pushdown,,,
Triceps Pushdown - Rope Attachment,push,beginner,isolation,cable,"[""triceps""]",[],"[""Attach a rope attachment to a high pulley and grab with a neutral grip (palms facing each other)."", ""Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor. The forearms should be pointing up towards the pulley as they hold the rope with the palms facing each other. This is your starting position."", ""Using the triceps, bring the rope down as you bring each side of the rope to the side of your thighs. At the end of the movement the arms are fully extended and perpendicular to the floor. The upper arms should always remain stationary next to your torso and only the forearms should move. Exhale as you perform this movement."", ""After holding for a second, at the contracted position, bring the rope slowly up to the starting point. Breathe in as you perform this step."", ""Repeat for the recommended amount of repetitions.""]",Triceps_Pushdown_-_Rope_Attachment,,,
Triceps Pushdown - V-Bar Attachment,push,beginner,isolation,cable,"[""triceps""]",[],"[""Attach a V-Bar to a high pulley and grab with an overhand grip (palms facing down) at shoulder width."", ""Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor. The forearms should be pointing up towards the pulley as they hold the bar. The thumbs should be higher than the small finger. This is your starting position."", ""Using the triceps, bring the bar down until it touches the front of your thighs and the arms are fully extended perpendicular to the floor. The upper arms should always remain stationary next to your torso and only the forearms should move. Exhale as you perform this movement."", ""After a second hold at the contracted position, bring the V-Bar slowly up to the starting point. Breathe in as you perform this step."", ""Repeat for the recommended amount of repetitions.""]",Triceps_Pushdown_-_V-Bar_Attachment,,,
Two-Arm Dumbbell Preacher Curl,pull,beginner,isolation,dumbbell,"[""biceps""]",[],"[""Grab a dumbbell with each arm and place the upper arms on top of the preacher bench or the incline bench. The dumbbell should be held at shoulder length. This will be your starting position."", ""As you breathe in, slowly lower the dumbbells until your upper arm is extended and the biceps is fully stretched."", ""As you exhale, use the biceps to curl the weights up until your biceps is fully contracted and the dumbbells are at shoulder height."", ""Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions.""]",Two-Arm_Dumbbell_Preacher_Curl,,,
